ID;Sigla;Nome;Palavra-chave;Método;Complemento;Região do corpo;Incidência;Material
2232;TOXO;Toxoplasma gondii, Anticorpos IgG e IgM, soro;Toxoplasma gondii;;Anticorpos IgG e IgM;;;soro
2234;TOXO-PCR;Toxoplasma gondii, Detecção por PCR, Vários Materiais;Toxoplasma gondii;;Detecção por PCR;;;
2235;TOXOCARA;Toxocara canis, Anticorpo IgG, soro;Toxocara canis;;Anticorpo IgG;;;soro
2239;TOXOIGG;Toxoplasma gondii, Anticorpo IgG, soro;Toxoplasma gondii;;Anticorpo IgG;;;soro
2240;TOXOIGM;Toxoplasma gondii, Anticorpo IgM, soro;Toxoplasma gondii;;Anticorpo IgM;;;soro
2244;TRAB;TSH, Receptor de, Anticorpos, soro;TSH, Receptor de;;Anticorpos;;;soro
2245;TREPON;Treponema pallidum, pesquisa, Vários Materiais;Treponema pallidum;;pesquisa;;;
2246;TRICOFID;Tricofitina, reação intradérmica;Tricofitina;;reação intradérmica;;;
2247;TRICOUR;Trichomonas, pesquisa, urina primeiro jato;Trichomonas;;pesquisa;;;urina primeiro jato
2248;TRICOURE;Trichomonas, pesquisa, secreção uretral;Trichomonas;;pesquisa;;;secreção uretral
2249;TRICOVAG;Trichomonas, pesquisa, secreção vaginal;Trichomonas;;pesquisa;;;secreção vaginal
2250;TRICOX;Trichomonas, pesquisa, Vários Materiais;Trichomonas;;pesquisa;;;
2252;TRIG;Triglicérides, soro;Triglicérides;;;;;soro
2255;TRIPSF;Tripsina, pesquisa, fezes;Tripsina;;pesquisa;;;fezes
2258;TS;Sangramento, Tempo de, sangue total;Sangramento;;Tempo de;;;sangue total
2259;TS-IVY;Sangramento de IVY, Tempo de, modificado, sangue total;Sangramento de IVY;;Tempo de, modificado;;;sangue total
2261;TSH;Hormônio Tireoestimulante, soro;Hormônio Tireoestimulante;;;;;soro
2263;TSHT3TRH;TSH e T3, após estímulo com TRH, soro;TSH e T3;;após estímulo com TRH;;;soro
2264;TSHTRH;Hormônio Tireoestimulante, após estímulo com TRH, soro;Hormônio Tireoestimulante;;após estímulo com TRH;;;soro
2265;TSHTRHM;Hormônio Tireoestimulante, após estímulo com TRH - MEGAT, soro;Hormônio Tireoestimulante;;após estímulo com TRH - MEGAT;;;soro
2266;TSURG;Sangramento, Tempo de, urgente, sangue total;Sangramento;;Tempo de, urgente;;;sangue total
2275;UREIA;Uréia, soro;Ureia;;;;;soro
2276;UREIAUR;Uréia, urina;Ureia;;;;;urina
2277;UREIAURG;Ureia, plasma;Ureia;;;;;plasma
2279;URIN;Urina, Exame de, Vários Materiais;Urina, Exame de;;;;;
2280;URIN1J;Urina, Exame de, urina primeiro jato;Urina, Exame de;;;;;urina primeiro jato
2282;URIN2J;Urina, Exame de, urina jato médio;Urina, Exame de;;;;;urina jato médio
2285;URIN2PRO;Urina, Exame de, para Petrobrás RJ, urina jato médio;Urina, Exame de;;para Petrobrás RJ;;;urina jato médio
2286;URIN3J;Urina, Exame de, urina jato final;Urina, Exame de;;;;;urina jato final
2289;URINMP;Urina, Exame de, após massagem prostática, urina - pós-massagem prostática;Urina, Exame de;;após massagem prostática;;;urina - pós-massagem prostática
2292;URINURG;Urina, Exame de, s/especificação de jato com contagem manual, urina;Urina, Exame de;;s/especificação de jato com contagem manual;;;urina
2296;UROCIT;Citologia Hormonal, urina;Citologia Hormonal;;;;;urina
2297;URODIN;Urodinâmica;;Urodinâmica;;;;
2298;UROPORF;Porfirinas, dosagem, urina;Porfirinas;;dosagem;;;urina
2300;USABSUP;Ultrassonografia, abdomen superior;;Ultrassonografia;;abdomen superior;;
2301;USABSUPD;Ultrassonografia, com Doppler, abdomen superior;;Ultrassonografia;com Doppler;abdomen superior;;
2302;USABTF;Ultra-sonografia, abdomen total e pelve feminina;;Ultra-sonografia;;abdomen total e pelve feminina;;
2303;USABTFD;Ultrassonografia, com Doppler, abdomen total e pelve feminina;;Ultrassonografia;com Doppler;abdomen total e pelve feminina;;
2304;USABTFV;Ultrassonografia, abdomen total e pelve feminina endovaginal;;Ultrassonografia;;abdomen total e pelve feminina endovaginal;;
2305;USABTM;Ultrassonografia, abdomen total e pelve masculina;;Ultrassonografia;;abdomen total e pelve masculina;;
2309;USADRENA;Ultrassonografia, adrenal;;Ultrassonografia;adrenal;;;
2310;USANTEB;Ultrassonografia, antebraço;;Ultrassonografia;;antebraço;;
2311;USANTEBS;Ultrassonografia, antebraços;;Ultrassonografia;;antebraços;;
2312;USAOILFE;Ultrassonografia, aorta e ilíacas;;Ultrassonografia;;aorta e ilíacas;;
2316;USBRACO;Ultrassonografia, braço;;Ultrassonografia;;braço;;
2317;USBRACOS;Ultrassonografia, braços;;Ultrassonografia;;braços;;
2319;USCAROTD;Ultrassonografia, com Doppler, carótidas;;Ultrassonografia;com Doppler;carótidas;;
2320;USCOTOV;Ultrassonografia, cotovelo;;Ultrassonografia;;cotovelo;;
2321;USCOTOVS;Ultrassonografia, cotovelos;;Ultrassonografia;;cotovelos;;
2322;USCOXA;Ultrassonografia, coxa;;Ultrassonografia;;coxa;;
2323;USCOXAS;Ultrassonografia, coxas;;Ultrassonografia;;coxas;;
2324;USCRAC;Ultrassonografia, para criança, crânio;;Ultrassonografia;para criança;crânio;;
2325;USCRACD;Ultrassonografia, com Doppler, crânio - criança;;Ultrassonografia;com Doppler;crânio - criança;;
2327;USESCR;Ultrassonografia, escrotal;;Ultrassonografia;;escrotal;;
2328;USESCRD;Ultrassonografia, com Doppler, escrotal;;Ultrassonografia;com Doppler;escrotal;;
2331;USGEST;Ultra-sonografia, Obstétrica;;Ultra-sonografia;Obstétrica;;;
2332;USGESTAR;Ultra-sonografia, Obstétrica com doppler;;Ultra-sonografia;Obstétrica com doppler;;;
2334;USGESTI;Ultra-sonografia, Gestacional inicial;;Ultra-sonografia;Gestacional inicial;;;
2335;USGESTIV;Ultra-sonografia, Obstétrica, Transvaginal;;Ultra-sonografia;Obstétrica;transvaginal;;
2337;USGLASAL;Ultrassonografia, glândulas salivares;;Ultrassonografia;;glândulas salivares;;
2338;USHISTERO;Histerossonografia;;Histerossonografia;;;;
2339;USJOELH;Ultrassonografia, joelho;;Ultrassonografia;;joelho;;
2340;USJOELHS;Ultrassonografia, joelhos;;Ultrassonografia;;joelhos;;
2341;USMAMAHD;Ultrassonografia, com doppler, masculina de, mamas;;Ultrassonografia;com doppler, masculina de;mamas;;
2342;USMAMAS;Ultrassonografia, mamas;;Ultrassonografia;;mamas;;
2343;USMAMASD;Ultrassonografia, com Doppler, mamas;;Ultrassonografia;com Doppler;mamas;;
2344;USMAMASH;Ultrassonografia, masculina de, mamas;;Ultrassonografia;masculina de;mamas;;
2345;USMAO;Ultrassonografia, mão;;Ultrassonografia;;mão;;
2346;USMAOS;Ultrassonografia, mãos;;Ultrassonografia;;mãos;;
2348;USMIDOPA;Ultrassonografia, com doppler arterial de, membro Inferior;;Ultrassonografia;com doppler arterial de;membro Inferior;;
2349;USMIDOPV;Ultrassonografia, com doppler venoso de, membro Inferior;;Ultrassonografia;com doppler venoso de;membro Inferior;;
2350;USMIDOVA;Ultrassonografia, com doppler arterial e venoso de, membro Inferior;;Ultrassonografia;com doppler arterial e venoso de;membro Inferior;;
2351;USMISDOA;Ultrassonografia, com doppler arterial de, membros inferiores;;Ultrassonografia;com doppler arterial de;membros inferiores;;
2353;USMISDOV;Ultrassonografia, com doppler venoso de, membros inferiores;;Ultrassonografia;com doppler venoso de;membros inferiores;;
2354;USMISDVA;Ultrassonografia, com doppler arterial e venoso de, membros inferiores;;Ultrassonografia;com doppler arterial e venoso de;membros inferiores;;
2356;USMSDOPA;Ultrassonografia, com doppler arterial de, membro superior;;Ultrassonografia;com doppler arterial de;membro superior;;
2357;USMSDOPV;Ultrassonografia, com doppler venoso de, membro superior;;Ultrassonografia;com doppler venoso de;membro superior;;
2358;USMSDOVA;Ultrassonografia, com doppler arterial e venoso de, membro superior;;Ultrassonografia;com doppler arterial e venoso de;membro superior;;
2359;USMSSDOA;Ultrassonografia, com doppler arterial de, membros superiores;;Ultrassonografia;com doppler arterial de;membros superiores;;
2361;USMSSDOV;Ultrassonografia, com doppler venoso de, membros superiores;;Ultrassonografia;com doppler venoso de;membros superiores;;
2362;USMSSDVA;Ultrassonografia, com doppler arterial e venoso de, membros superiores;;Ultrassonografia;com doppler arterial e venoso de;membros superiores;;
2364;USOMBRO;Ultrassonografia, ombro;;Ultrassonografia;;ombro;;
2365;USOMBROS;Ultrassonografia, ombros;;Ultrassonografia;;ombros;;
2370;USOVUL;Ultrassonografia, para monitoração de ovulação, transvaginal;;Ultrassonografia;para monitoração de ovulação;transvaginal;;
2372;USPARMOL;Ultrassonografia, de partes moles;;Ultrassonografia;de partes moles;;;
2373;USPE;Ultrassonografia, pé;;Ultrassonografia;;pé;;
2374;USPELDOF;Ultrassonografia, com Doppler, pelve feminina;;Ultrassonografia;com Doppler;pelve feminina;;
2375;USPELFEM;Ultrassonografia, pélvica feminina;;Ultrassonografia;;pélvica feminina;;
2378;USPELVAG;Ultra-sonografia, pélvica e endovaginal;;Ultra-sonografia;;pélvica e endovaginal;;
2379;USPEND;Ultrassonografia, com Doppler, pênis;;Ultrassonografia;com Doppler;pênis;;
2380;USPERNA;Ultrassonografia, perna;;Ultrassonografia;;perna;;
2381;USPERNAS;Ultrassonografia, pernas;;Ultrassonografia;;pernas;;
2382;USPES;Ultrassonografia, pés;;Ultrassonografia;;pés;;
2383;USPESC;Ultrassonografia, pescoço;;Ultrassonografia;;pescoço;;
2384;USPESCD;Ultrassonografia, com Doppler, pescoço;;Ultrassonografia;com Doppler;pescoço;;
2385;USPIN;Ultrassonografia, pênis;;Ultrassonografia;;pênis;;
2388;USPROST;Ultrassonografia, próstata, por via abdominal;;Ultrassonografia;;próstata;por via abdominal;
2389;USPUNHO;Ultrassonografia, punho;;Ultrassonografia;;punho;;
2390;USPUNHOS;Ultrassonografia, punhos;;Ultrassonografia;;punhos;;
2391;USPVBOY;Ultrassonografia, Prova Boyden;;Ultrassonografia;Prova Boyden;;;
2392;USQUADR;Ultrassonografia, quadril;;Ultrassonografia;;quadril;;
2393;USQUADRS;Ultrassonografia, quadris;;Ultrassonografia;;quadris;;
2395;USRET;Ultrassonografia, transretal;;Ultrassonografia;;transretal;;
2396;USRETD;Ultrassonografia, com Doppler, transretal;;Ultrassonografia;com Doppler;transretal;;
2401;USTORAX;Ultrassonografia, tórax;;Ultrassonografia;;tórax;;
2402;USTORN;Ultrassonografia, tornozelo;;Ultrassonografia;;tornozelo;;
2403;USTORNS;Ultrassonografia, tornozelos;;Ultrassonografia;;tornozelos;;
2406;USTRURF;Ultrassonografia, trato urinário feminino;;Ultrassonografia;;trato urinário feminino;;
2407;USTRURFD;Ultrassonografia, com Doppler, trato urinário feminino;;Ultrassonografia;com Doppler;trato urinário feminino;;
2408;USTRURM;Ultrassonografia, trato urinário masculino;;Ultrassonografia;;trato urinário masculino;;
2409;USTRURMD;Ultrassonografia, com Doppler, trato urinário masculino;;Ultrassonografia;com Doppler;trato urinário masculino;;
2411;USVAG;Ultrassonografia, endovaginal;;Ultrassonografia;;endovaginal;;
2412;USVAGD;Ultrassonografia, com Doppler, endovaginal;;Ultrassonografia;com Doppler;endovaginal;;
2414;USVCILFE;Ultrassonografia, veia cava e ilíacas;;Ultrassonografia;;veia cava e ilíacas;;
2417;VANADIO;Vanádio, soro;Vanádio;;;;;soro
2418;VANADUR;Vanádio, urina;Vanádio;;;;;urina
2419;VARICELA;Varicella-zoster Vírus, Anticorpos IgG e IgM, soro;Varicella-zoster Vírus;;Anticorpos IgG e IgM;;;soro
2423;VHS;Hemossedimentação, Velocidade de, sangue total;Hemossedimentação;;Velocidade de;;;sangue total
2425;VHSURG;Hemossedimentação, urgente, sangue total;Hemossedimentação;;urgente;;;sangue total
2427;VIP;Peptídeo Vasoativo Intestinal, plasma;Peptídeo Vasoativo Intestinal;;;;;plasma
2431;VITAA;Vitamina A, soro;Vitamina A;;;;;soro
2432;VITAE;Vitamina E, soro;Vitamina E;;;;;soro
2433;VITAK;Vitamina K, plasma;Vitamina K;;;;;plasma
2434;VITB1;Vitamina B1, sangue total;Vitamina B1;;;;;sangue total
2435;VITB12;Vitamina B12, soro;Vitamina B12;;;;;soro
2437;VITB2;Vitamina B2, plasma;Vitamina B2;;;;;plasma
2438;VITB6;Vitamina B6, sangue;Vitamina B6;;;;;sangue
2439;VLDLCOL;VLDL Colesterol, soro;VLDL Colesterol;;;;;soro
2440;VMA;Ácido Vanil Mandélico, urina;Ácido Vanil Mandélico;;;;;urina
2441;VMAISO;Ácido Vanil Mandélico, amostra isolada, urina;Ácido Vanil Mandélico;;amostra isolada;;;urina
2443;VULVOSC;Vulvoscopia;Vulvoscopia;;;;;
2444;VWFAG;Fator de von Willebrand, quantificação, plasma;Fator de von Willebrand;;quantificação;;;plasma
2445;VWMULT;Fator de von Willebrand, Multímeros, plasma;Fator de von Willebrand;;Multímeros;;;plasma
2446;WACANTA;Cultura, para Acanthamoeba, Vários Materiais;Cultura;;para Acanthamoeba;;;
2447;WAMI;Amígdalas, Cultura de, Vários Materiais;Amígdalas;;Cultura de;;;
2451;WANAERO;Cultura, para Anaeróbios, Vários Materiais;Cultura;;para Anaeróbios;;;
2452;WARFA;Warfarin, soro;Warfarin;;;;;soro
2455;WBKA;Cultura, para Micobactérias, Vários Materiais;Cultura;;para Micobactérias;;;
2459;WBKGASTA;Cultura, para Micobactérias, automatizada, lavado gástrico;Cultura;;para Micobactérias, automatizada;;;lavado gástrico
2465;WCAMPYLO;Cultura, para Campylobacter jejuni, fezes;Cultura;;para Campylobacter jejuni;;;fezes
2466;WCOLERA;Cultura, para Vibrio cholerae, Vários Materiais;Cultura;;para Vibrio cholerae;;;
2467;WCONJ;Cultura, conjuntival, Vários Materiais;Cultura;;conjuntival;;;
2468;WCOQUE;Cultura, para Bordetella pertussis, Vários Materiais;Cultura;;para Bordetella pertussis;;;
2470;WEILFE;Rickettsia, Anticorpos totais, soro;Rickettsia;;Anticorpos totais;;;soro
2471;WESCAR;Cultura, escarro;Cultura;;;;;escarro
2473;WESPER;Cultura, esperma;Cultura;;;;;esperma
2474;WESTBLOT;HIV-1, Anticorpos, soro;HIV-1;;Anticorpos;;;soro
2475;WFEZES;Cultura, fezes;Cultura;;;;;fezes
2476;WFUNGO;Cultura, para Fungos, Vários Materiais;Cultura;;para Fungos;;;
2478;WGERAL;Cultura Geral, Vários Materiais;Cultura Geral;;;;;
2481;WHEMOAIN;Hemocultura, material enviado, Kit A, Vários Materiais;Hemocultura;;material enviado, Kit A;;;
2485;WHEMOBKA;Hemocultura, para Micobactérias, automatizada, Vários Materiais;Hemocultura;;para Micobactérias, automatizada;;;
2486;WHEMOC;Hemocultura, Vários Materiais;Hemocultura;;;;;
2492;WIDAL;Salmonella typhi e praratyphi, Anticorpos totais, soro;Salmonella typhi e praratyphi;;Anticorpos totais;;;soro
2493;WK;Treponema pallidum, Anticorpos totais, soro;Treponema pallidum;;Anticorpos totais;;;soro
2495;WKLCR;Treponema pallidum, Anticorpos, líquor;Treponema pallidum;;Anticorpos;;;líquor
2496;WLCR;Cultura, líquor;Cultura;;;;;líquor
2498;WLEPTO;Cultura, para Leptospira, Vários Materiais;Cultura;;para Leptospira;;;
2499;WLINFO;Linfócitos, Cultura de, sangue total;Linfócitos;;Cultura de;;;sangue total
2500;WMYCOPLA;Cultura, para Mycoplasma, Vários Materiais;Cultura;;para Mycoplasma;;;
2501;WNAS;Cultura, fossa nasal, Vários Materiais;Cultura;;fossa nasal;;;
2506;WORO;Cultura, orofaringe;Cultura;;;;;orofaringe
2508;WOUV;Cultura, conduto auditivo, Vários Materiais;Cultura;;conduto auditivo;;;
2512;WPROS;Cultura, secreção prostática;Cultura;;;;;secreção prostática
2513;WPYLORI;Cultura, para Helicobacter pylori, Vários Materiais;Cultura;;para Helicobacter pylori;;;
2514;WTRICO;Cultura, para Trichomonas, Vários Materiais;Cultura;;para Trichomonas;;;
2515;WUR;Cultura de urina, Vários Materiais;Cultura de urina;;;;;
2516;WUR1J;Cultura, urina primeiro jato;Cultura;;;;;urina primeiro jato
2517;WUR2J;Cultura, urina jato médio;Cultura;;;;;urina jato médio
2518;WUR3J;Cultura, urina terceiro jato;Cultura;;;;;urina terceiro jato
2519;WURE;Cultura, secreção uretral;Cultura;;;;;secreção uretral
2523;WVAG;Cultura, vaginal, Vários Materiais;Cultura;;vaginal;;;
2524;WYERS;Cultura, para Yersinia, fezes;Cultura;;para Yersinia;;;fezes
2529;ZINCO;Zinco, plasma;Zinco;;;;;plasma
2530;ZINCUR;Zinco, urina;Zinco;;;;;urina
2537;HCTCAPG;Calcitonina, após estímulo com Cálcio e Pentagastrina, soro;Calcitonina;;após estímulo com Cálcio e Pentagastrina;;;soro
2538;HCTPG;Calcitonina, após estímulo com Pentagastrina, soro;Calcitonina;;após estímulo com Pentagastrina;;;soro
2541;CORPMIBI;Cintilografia de corpo inteiro, com MIBI marcada com Tecnécio-99m;;Cintilografia de corpo inteiro;com MIBI marcada com Tecnécio-99m;;;
2543;BETAGALA;Beta-Galactosidase, sangue total;Beta-Galactosidase;;;;;sangue total
2544;BTGLICO;Beta-Glicosidase, sangue total;Beta-Glicosidase;;;;;sangue total
2546;IDURON;Alfa-L-Iduronase, plasma;Alfa-L-Iduronase;;;;;plasma
2547;GALCERE;Galactocerebrosidase, sangue total;Galactocerebrosidase;;;;;sangue total
2592;BIOPVES;Biopsia, vesical;Biopsia;;vesical;;;
2593;CISTOS;Cistoscopia;;Cistoscopia;;;;
2594;FOLATOME;Ácido Fólico, soro;Ácido Fólico;;;;;soro
2596;CIM;Concentração Inibitória Mínima, Vários Materiais;Concentração Inibitória Mínima;;;;;
2622;TRIAMPL;Triagem Neonatal Ampliada, sangue periférico;Triagem Neonatal Ampliada;;;;;sangue periférico
2630;HPN;Hemoglobinúria Paroxística Noturna, sangue total;Hemoglobinúria Paroxística Noturna;;;;;sangue total
2631;LBA4E8;CD4/CD8, Vários Materiais;CD4/CD8;;;;;
2635;MUTHEMOC;Hemocromatose Hereditária, Mutações do gene HFE, sangue total;Hemocromatose Hereditária;;Mutações do gene HFE;;;sangue total
2636;INIBF8;Fator VIII, Inibidor, quantificação, plasma;Fator VIII;;Inibidor, quantificação;;;plasma
2659;EXA-MIC;Exame conforme especificado - MIC;;;;;;
2670;MNAR;Manometria, computadorizada, Ano-retal;;Manometria;computadorizada;ano-retal;;
2671;ESPEX;Espirometria, com exercício;;Espirometria;com exercício;;;
2672;GRAMUREF;Bacterioscópico, feminina, secreção uretral;Bacterioscópico;;feminina;;;secreção uretral
2673;WUREFEM;Cultura, feminina, secreção uretral feminino;Cultura;;feminina;;;secreção uretral feminino
2674;RMMAMASPROTE;Ressonância magnética, de mamas para prótese;;Ressonância magnética;de mamas para prótese;;;
2676;TCANGICERV;Angiotomografia, arterial de vasos cervicais;;Angiotomografia;arterial de vasos cervicais;;;
2718;LEPTINA;Leptina, soro;Leptina;;;;;soro
2833;CO2TOTAL;Dióxido de Carbono, total, soro;Dióxido de Carbono;;total;;;soro
2844;CARIOFET;Cariótipo, com banda G, sangue fetal;Cariótipo;;com banda G;;;sangue fetal
2845;CARIOHEM;Cariótipo, com banda G p/Doenças Hematológicas, Vários Materiais;Cariótipo;;com banda G p/Doenças Hematológicas;;;
2846;CARIOLA;Cariótipo, com banda G, líquido amniótico;Cariótipo;;com banda G;;;líquido amniótico
2847;CARIOVIC;Cariótipo, com banda G, vilo corial;Cariótipo;;com banda G;;;vilo corial
2848;CARIOAB;Cariótipo, com banda G, material de aborto;Cariótipo;;com banda G;;;material de aborto
2849;CARIOQUE;Cariótipo, para Síndromes de Quebras Cromossômicas, sangue periférico;Cariótipo;;para Síndromes de Quebras Cromossômicas;;;sangue periférico
2866;EMG;Eletroneuromiografia;;Eletroneuromiografia;;;;
2875;CONSFEM;Consulta Check-up;Consulta Check-up;;Feminino;;;
2876;CONSMASC;Consulta Check-up, Masculino;Consulta Check-up;;Masculino;;;
2877;EXA-CKUP;Exame conforme especificado - CHECK-UP;;;;;;
2878;RMESPECTRO;Espectroscopia, por Ressonância Magnética;;Espectroscopia;por Ressonância magnética;;;
2888;CONSRET;Consulta Check-up, Retorno;Consulta Check-up;;retorno;;;
2895;MFPUNC;Punção, de Órgãos Fetais;Punção;;de Órgãos Fetais;;;
2920;RMCOLANGIO;Colangiografia, por Ressonância magnética;;Colangiografia;por Ressonância magnética;;;
2921;INIBF9;Fator IX, Inibidor, quantificação, plasma;Fator IX;;Inibidor, quantificação;;;plasma
2939;CARIOSP;Cariótipo, com banda G, sangue periférico;Cariótipo;;com banda G;;;sangue periférico
2960;URINFITA;Urina, Exame Físico-Químico, por Tira Reagente, Vários Materiais;Urina, Exame Físico-Químico;;por Tira Reagente;;;
2973;RMCONTRASTE;Contraste, para Ressonância magnética;Contraste;;para Ressonância magnética;;;
3044;MFPUNCLA;Punção, de líquido amniótico;Punção;;de líquido amniótico;;;
3045;MFPUNCVC;Punção, para Cariótipo do Vilo Corial;Punção;;para Cariótipo do Vilo Corial;;;
3113;RXCONTRASTE;Contraste, para Raios X;Contraste;para Raios X;;;;
